Unnamed: 0,5,1,1.1,1.2,2,1.3,3,1.4,1.5,2.1
pocako,vuhisu,somikeme,?,mipu,culo,sena,some,sapa,zalibe,pemilo
pocako,vuhisu,somikeme,zoko,mipu,culo,sena,some,sapa,zalibe,?
pocako,cumisave,somikeme,zoko,mipu,culo,sena,veziba,sapa,?,pemilo
pocako,nara,somikeme,zoko,?,culo,sena,veziba,sapa,zalibe,pemilo
pocako,vuhisu,somikeme,zoko,?,culo,sena,some,sapa,zalibe,pemilo
pocako,cumisave,dedama,tupatila,mipu,culo,sena,veziba,sapa,zalibe,?
pocako,cumisave,somikeme,zoko,difo,?,sena,veziba,sapa,zalibe,pemilo
pocako,sipelose,fotu,buda,cubofagu,regibesa,?,fazi,kove,lidu,dodive
pocako,vuhisu,somikeme,zoko,mipu,culo,sena,?,sapa,zalibe,pemilo
pocako,vuhisu,somikeme,zoko,gugo,ragoci,catulafi,?,sapa,zalibe,pemilo
pocako,cumisave,dedama,zoko,difo,culo,sena,some,sapa,zalibe,?
pocako,?,somikeme,zoko,mipu,culo,sena,some,halolago,zalibe,pemilo
pocako,zuki,somikeme,zoko,mipu,culo,sena,some,?,zalibe,pemilo
pocako,vuhisu,somikeme,zoko,mipu,culo,?,rico,sapa,zalibe,pemilo
pocako,vuhisu,somikeme,?,mipu,culo,sena,some,sapa,zalibe,pemilo
pocako,sipelose,somikeme,?,mipu,culo,sena,some,sapa,zalibe,pemilo
pocako,sipelose,peba,larisona,mipu,tikifa,sena,rico,nevica,zalibe,?
pocako,zoheva,coguviho,codefe,bitupuzu,ragoci,nanukifu,?,halolago,gafuvu,dodive
pocako,cumisave,somikeme,?,mipu,culo,sena,veziba,sapa,zalibe,pemilo
pocako,cumisave,somikeme,zoko,mipu,?,sena,some,sapa,zalibe,pemilo
pocako,zuki,somikeme,zoko,?,culo,sena,rico,sapa,zalibe,pemilo
pocako,cumisave,?,kahizapo,mipu,culo,sena,some,sapa,zalibe,pemilo
pocako,cumisave,somikeme,kahizapo,mipu,culo,sena,some,sapa,?,pemilo
pocako,vuhisu,somikeme,zoko,difo,culo,sena,some,sapa,zalibe,?
pocako,?,somikeme,zoko,mipu,culo,sena,veziba,sapa,zalibe,pemilo
pocako,sipelose,dedama,tupatila,gugo,culo,sena,veziba,?,zubuca,pemilo
pocako,vuhisu,somikeme,zoko,mipu,culo,sena,rico,sapa,?,pemilo
pocako,sipelose,favami,gogugo,mipu,pahakona,sena,febepepo,?,gafuvu,dodive
?,sipelose,fotu,buda,hocavoto,gaga,hori,febepepo,kove,zalibe,dodive
pocako,vuhisu,fotu,siza,hocavoto,gaga,vipobu,febepepo,kifi,?,dodive
pocako,vuhisu,?,zoko,gugo,culo,sena,rico,sapa,zalibe,pemilo
pocako,sipelose,sidolova,tupatila,mipu,ragoci,sena,?,sapa,zalibe,pemilo
pocako,cumisave,somikeme,zoko,mipu,?,sena,some,sapa,zalibe,pemilo
pocako,zuki,somikeme,gogugo,?,culo,sena,veziba,sapa,zalibe,pemilo
pocako,cumisave,somikeme,tupatila,?,culo,sena,some,sapa,zalibe,pemilo
pocako,sipelose,somikeme,zoko,mipu,?,sena,veziba,sapa,zalibe,pemilo
pocako,cumisave,somikeme,zoko,mipu,culo,?,veziba,sapa,zalibe,pemilo
?,nara,somikeme,zoko,mipu,culo,sena,veziba,sapa,zalibe,pemilo
pocako,reteko,fotu,buda,cubofagu,gaga,nanukifu,fazi,?,nepava,dodive
pocako,sipelose,?,buda,cubofagu,savigehe,nanukifu,vada,nevica,gafuvu,dodive
pocako,sipelose,somikeme,?,mipu,culo,sena,rico,halolago,zalibe,pemilo
pocako,cumisave,somikeme,zoko,mipu,culo,sena,veziba,sapa,?,pemilo
?,cumisave,somikeme,zoko,mipu,culo,sena,veziba,sapa,zalibe,pemilo
pocako,cumisave,somikeme,zoko,mipu,culo,sena,veziba,sapa,zalibe,?
pocako,cumisave,somikeme,zoko,mipu,culo,sena,veziba,sapa,?,pemilo
pocako,vuhisu,?,zoko,mipu,culo,sena,some,bicaca,zalibe,pemilo
pocako,?,somikeme,zoko,mipu,culo,sena,veziba,sapa,zalibe,pemilo
pocako,?,somikeme,zoko,mipu,culo,sena,veziba,sapa,kacelu,pemilo
?,cumisave,somikeme,zoko,difo,culo,sena,veziba,sapa,zalibe,pemilo
pocako,sipelose,fotu,buda,kuduhoni,savigehe,hori,?,kifi,zalibe,dodive
pocako,vuhisu,?,zoko,mipu,culo,sena,veziba,sapa,zalibe,pemilo
pocako,vuhisu,?,zoko,mipu,culo,sena,some,sapa,zubuca,pemilo
pocako,vuhisu,somikeme,zoko,mipu,?,berodami,veziba,sapa,zalibe,pemilo
pocako,nara,somikeme,zoko,mipu,culo,sena,?,sapa,zalibe,pemilo
pocako,sipelose,fotu,buda,difo,koco,lenazazu,bahibe,?,zubuca,dodive
pocako,zuki,coguviho,mezo,vofapade,ragoci,catulafi,fazi,?,zalibe,dodive
pocako,zuki,coguviho,?,kuduhoni,savigehe,hori,fazi,kifi,zalibe,dodive
